Local time,Open,High,Low,Close,Volume
06.05.2022 18:00:00.000 GMT-0700,1.29104,1.29104,1.29104,1.29104,0
06.05.2022 22:00:00.000 GMT-0700,1.29104,1.29104,1.29104,1.29104,0
07.05.2022 02:00:00.000 GMT-0700,1.29104,1.29104,1.29104,1.29104,0
07.05.2022 06:00:00.000 GMT-0700,1.29104,1.29104,1.29104,1.29104,0
07.05.2022 10:00:00.000 GMT-0700,1.29104,1.29104,1.29104,1.29104,0
07.05.2022 14:00:00.000 GMT-0700,1.29104,1.29104,1.29104,1.29104,0
07.05.2022 18:00:00.000 GMT-0700,1.29104,1.29104,1.29104,1.29104,0
07.05.2022 22:00:00.000 GMT-0700,1.29104,1.29104,1.29104,1.29104,0
08.05.2022 02:00:00.000 GMT-0700,1.29104,1.29104,1.29104,1.29104,0
08.05.2022 06:00:00.000 GMT-0700,1.29104,1.29104,1.29104,1.29104,0
08.05.2022 10:00:00.000 GMT-0700,1.29104,1.29104,1.29104,1.29104,0
08.05.2022 14:00:00.000 GMT-0700,1.29083,1.29406,1.29057,1.29403,15248.809999999996
08.05.2022 18:00:00.000 GMT-0700,1.29404,1.29487,1.29284,1.29465,20932.46999999999
08.05.2022 22:00:00.000 GMT-0700,1.29465,1.29507,1.29262,1.29331,29431.880000000012
09.05.2022 02:00:00.000 GMT-0700,1.29333,1.29548,1.29087,1.29175,33903.52999999999
09.05.2022 06:00:00.000 GMT-0700,1.29173,1.29940,1.29143,1.29662,56930.139999999985
09.05.2022 10:00:00.000 GMT-0700,1.29662,1.30169,1.29649,1.30132,32308.569999999992
09.05.2022 14:00:00.000 GMT-0700,1.30130,1.30330,1.30070,1.30263,17608.13
09.05.2022 18:00:00.000 GMT-0700,1.30262,1.30376,1.29921,1.29998,38128.70999999996
09.05.2022 22:00:00.000 GMT-0700,1.29998,1.30222,1.29876,1.29931,36469.34
10.05.2022 02:00:00.000 GMT-0700,1.29929,1.30119,1.29780,1.29846,29257.260000000006
10.05.2022 06:00:00.000 GMT-0700,1.29847,1.30496,1.29625,1.30467,62917.92000000001
10.05.2022 10:00:00.000 GMT-0700,1.30467,1.30531,1.30057,1.30318,39043.21000000001
10.05.2022 14:00:00.000 GMT-0700,1.30324,1.30359,1.30222,1.30299,13825.33999999999
10.05.2022 18:00:00.000 GMT-0700,1.30298,1.30326,1.30054,1.30067,16544.42
10.05.2022 22:00:00.000 GMT-0700,1.30066,1.30154,1.29665,1.29679,27002.479999999996
11.05.2022 02:00:00.000 GMT-0700,1.29679,1.30402,1.29547,1.30353,35690.54
11.05.2022 06:00:00.000 GMT-0700,1.30357,1.30370,1.29216,1.29749,77125.80999999991
11.05.2022 10:00:00.000 GMT-0700,1.29749,1.30071,1.29647,1.29965,41877.53000000005
11.05.2022 14:00:00.000 GMT-0700,1.29965,1.30058,1.29842,1.29889,6200.615560099643
11.05.2022 18:00:00.000 GMT-0700,1.29889,1.30205,1.29779,1.30199,0.03037693999999515
11.05.2022 22:00:00.000 GMT-0700,1.30199,1.30365,1.30122,1.30235,0.01871117999999888
12.05.2022 02:00:00.000 GMT-0700,1.30316,1.30484,1.30010,1.30155,0.021096809999998658
12.05.2022 06:00:00.000 GMT-0700,1.30156,1.30604,1.30025,1.30566,0.056350900000002126
12.05.2022 14:00:00.000 GMT-0700,1.30512,1.30521,1.30117,1.30214,7072.166037770001
12.05.2022 18:00:00.000 GMT-0700,1.30214,1.30275,1.29962,1.29980,26207.930000000022
12.05.2022 22:00:00.000 GMT-0700,1.29981,1.30253,1.29930,1.30066,33654.95999999999
13.05.2022 02:00:00.000 GMT-0700,1.30068,1.30214,1.29945,1.30147,22676.72000000001
13.05.2022 06:00:00.000 GMT-0700,1.30145,1.30151,1.29154,1.29298,41781.890000000036
13.05.2022 10:00:00.000 GMT-0700,1.29296,1.29623,1.29018,1.29122,27890.250000000007
13.05.2022 14:00:00.000 GMT-0700,1.29122,1.29122,1.29122,1.29122,0
14.05.2022 14:00:00.000 GMT-0700,1.29122,1.29122,1.29122,1.29122,0
14.05.2022 18:00:00.000 GMT-0700,1.29122,1.29122,1.29122,1.29122,0
14.05.2022 22:00:00.000 GMT-0700,1.29122,1.29122,1.29122,1.29122,0
15.05.2022 02:00:00.000 GMT-0700,1.29122,1.29122,1.29122,1.29122,0
15.05.2022 06:00:00.000 GMT-0700,1.29122,1.29122,1.29122,1.29122,0
15.05.2022 10:00:00.000 GMT-0700,1.29122,1.29122,1.29122,1.29122,0
15.05.2022 14:00:00.000 GMT-0700,1.29324,1.29324,1.29019,1.29059,8646.546406560217
15.05.2022 18:00:00.000 GMT-0700,1.29058,1.29825,1.28960,1.29665,0.03136403999999855
15.05.2022 22:00:00.000 GMT-0700,1.29471,1.29472,1.29212,1.29237,0.006891889999999609
16.05.2022 02:00:00.000 GMT-0700,1.29236,1.29431,1.29174,1.29239,0.023171169999999797
16.05.2022 10:00:00.000 GMT-0700,1.28627,1.28681,1.28370,1.28492,0.01789000999999913
16.05.2022 14:00:00.000 GMT-0700,1.28497,1.28561,1.28481,1.28496,0.0026019399999999628
16.05.2022 22:00:00.000 GMT-0700,1.28299,1.28336,1.28082,1.28119,0.02173522000000067
17.05.2022 02:00:00.000 GMT-0700,1.28119,1.28243,1.28085,1.28097,0.004659059999999848
17.05.2022 06:00:00.000 GMT-0700,1.28269,1.28550,1.28212,1.28261,0.025223149999998327
17.05.2022 10:00:00.000 GMT-0700,1.28262,1.28594,1.28225,1.28297,0.024529179999999443
17.05.2022 14:00:00.000 GMT-0700,1.28077,1.28082,1.27957,1.28069,3886.2499999999995
17.05.2022 18:00:00.000 GMT-0700,1.28068,1.28426,1.28064,1.28376,20904.580000000016
17.05.2022 22:00:00.000 GMT-0700,1.28375,1.28523,1.28093,1.28481,22884.99999999999
18.05.2022 02:00:00.000 GMT-0700,1.28480,1.28518,1.28037,1.28221,18040.81999999999
18.05.2022 06:00:00.000 GMT-0700,1.28220,1.28580,1.28128,1.28285,38725.86999999999
18.05.2022 10:00:00.000 GMT-0700,1.28285,1.28966,1.28270,1.28934,29838.379999999983
18.05.2022 14:00:00.000 GMT-0700,1.28936,1.28967,1.28622,1.28648,10873.798435160183
18.05.2022 18:00:00.000 GMT-0700,1.28650,1.28748,1.28189,1.28261,0.027439149999999527
18.05.2022 22:00:00.000 GMT-0700,1.28487,1.28603,1.28316,1.28391,0.019464989999999894
19.05.2022 02:00:00.000 GMT-0700,1.28392,1.28472,1.28016,1.28200,0.03609134999999725
19.05.2022 10:00:00.000 GMT-0700,1.27987,1.28286,1.27891,1.28280,0.014966539999999912
19.05.2022 14:00:00.000 GMT-0700,1.28281,1.28304,1.28123,1.28222,4874.74044579
19.05.2022 18:00:00.000 GMT-0700,1.28222,1.28356,1.28077,1.28128,19993.850000000002
19.05.2022 22:00:00.000 GMT-0700,1.28128,1.28187,1.27868,1.27886,29657.319999999974
20.05.2022 02:00:00.000 GMT-0700,1.27885,1.28029,1.27771,1.27956,21036.969999999994
20.05.2022 06:00:00.000 GMT-0700,1.27957,1.28531,1.27893,1.28424,49173.20000000001
20.05.2022 10:00:00.000 GMT-0700,1.28425,1.28689,1.28285,1.28432,34653.730000000025
20.05.2022 14:00:00.000 GMT-0700,1.28432,1.28432,1.28432,1.28432,0
20.05.2022 18:00:00.000 GMT-0700,1.28432,1.28432,1.28432,1.28432,0
20.05.2022 22:00:00.000 GMT-0700,1.28432,1.28432,1.28432,1.28432,0
21.05.2022 02:00:00.000 GMT-0700,1.28432,1.28432,1.28432,1.28432,0
21.05.2022 06:00:00.000 GMT-0700,1.28432,1.28432,1.28432,1.28432,0
21.05.2022 10:00:00.000 GMT-0700,1.28432,1.28432,1.28432,1.28432,0
21.05.2022 14:00:00.000 GMT-0700,1.28432,1.28432,1.28432,1.28432,0
22.05.2022 14:00:00.000 GMT-0700,1.28584,1.28584,1.28008,1.28030,0.012012119999999862
22.05.2022 18:00:00.000 GMT-0700,1.28030,1.28083,1.27927,1.28070,0.006256439999999844
22.05.2022 22:00:00.000 GMT-0700,1.27941,1.28058,1.27793,1.27998,0.023659520000000833
23.05.2022 02:00:00.000 GMT-0700,1.27997,1.28048,1.27738,1.27850,0.016431449999999063
23.05.2022 06:00:00.000 GMT-0700,1.27850,1.27984,1.27819,1.27941,0.006217369999999916
23.05.2022 10:00:00.000 GMT-0700,1.27941,1.28088,1.27727,1.27763,0.014879359999998695
23.05.2022 14:00:00.000 GMT-0700,1.27888,1.28038,1.27877,1.28020,3717.25
23.05.2022 18:00:00.000 GMT-0700,1.28020,1.28134,1.27927,1.28101,13773.85000000001
23.05.2022 22:00:00.000 GMT-0700,1.28106,1.28137,1.27796,1.28070,26581.56000000001
24.05.2022 02:00:00.000 GMT-0700,1.28071,1.28088,1.27821,1.27905,19695.319999999992
24.05.2022 06:00:00.000 GMT-0700,1.27905,1.28734,1.27904,1.28400,49704.94
24.05.2022 10:00:00.000 GMT-0700,1.28400,1.28493,1.28041,1.28210,31226.799999999996
24.05.2022 14:00:00.000 GMT-0700,1.28214,1.28327,1.28154,1.28270,3679.425408460095
24.05.2022 18:00:00.000 GMT-0700,1.28271,1.28353,1.28111,1.28225,0.022342559999999782
25.05.2022 02:00:00.000 GMT-0700,1.28385,1.28858,1.28329,1.28597,0.02106718999999889
25.05.2022 06:00:00.000 GMT-0700,1.28599,1.28695,1.28343,1.28444,0.01172052999999961
25.05.2022 10:00:00.000 GMT-0700,1.28093,1.28229,1.28034,1.28171,0.014000330000000213
25.05.2022 14:00:00.000 GMT-0700,1.28176,1.28230,1.28021,1.28066,7300.166765050001
25.05.2022 18:00:00.000 GMT-0700,1.28068,1.28425,1.28050,1.28397,31790.28000000002
25.05.2022 22:00:00.000 GMT-0700,1.28397,1.28494,1.28107,1.28260,26766.460000000003
26.05.2022 02:00:00.000 GMT-0700,1.28259,1.28345,1.28106,1.28249,23452.83
26.05.2022 06:00:00.000 GMT-0700,1.28248,1.28350,1.27737,1.27891,41291.84000000001
26.05.2022 10:00:00.000 GMT-0700,1.27890,1.27890,1.27695,1.27746,18305.550000000017
26.05.2022 14:00:00.000 GMT-0700,1.27746,1.27845,1.27689,1.27766,8904.730000000001
26.05.2022 18:00:00.000 GMT-0700,1.27762,1.27791,1.27477,1.27482,19031.579999999994
26.05.2022 22:00:00.000 GMT-0700,1.27482,1.27636,1.27388,1.27407,23882.86000000002
27.05.2022 02:00:00.000 GMT-0700,1.27407,1.27534,1.27289,1.27345,22742.620000000003
27.05.2022 06:00:00.000 GMT-0700,1.27347,1.27661,1.27299,1.27469,31032.64
27.05.2022 10:00:00.000 GMT-0700,1.27469,1.27498,1.27185,1.27303,14760.349999999997
27.05.2022 14:00:00.000 GMT-0700,1.27303,1.27303,1.27303,1.27303,0
28.05.2022 14:00:00.000 GMT-0700,1.27303,1.27303,1.27303,1.27303,0
28.05.2022 18:00:00.000 GMT-0700,1.27303,1.27303,1.27303,1.27303,0
28.05.2022 22:00:00.000 GMT-0700,1.27303,1.27303,1.27303,1.27303,0
29.05.2022 02:00:00.000 GMT-0700,1.27303,1.27303,1.27303,1.27303,0
29.05.2022 06:00:00.000 GMT-0700,1.27303,1.27303,1.27303,1.27303,0
29.05.2022 10:00:00.000 GMT-0700,1.27303,1.27303,1.27303,1.27303,0
29.05.2022 14:00:00.000 GMT-0700,1.27459,1.27459,1.27170,1.27188,5023.933941170001
29.05.2022 18:00:00.000 GMT-0700,1.27186,1.27222,1.27063,1.27091,0.005094699999999707
29.05.2022 22:00:00.000 GMT-0700,1.27039,1.27088,1.26889,1.26932,0.0084048899999995
30.05.2022 02:00:00.000 GMT-0700,1.26932,1.26946,1.26808,1.26861,0.007349889999999732
30.05.2022 06:00:00.000 GMT-0700,1.26588,1.26595,1.26514,1.26544,0.0029088499999999776
30.05.2022 10:00:00.000 GMT-0700,1.26540,1.26635,1.26527,1.26576,0.0075431399999998806
30.05.2022 14:00:00.000 GMT-0700,1.26579,1.26810,1.26532,1.26777,6078.7300000000005
30.05.2022 18:00:00.000 GMT-0700,1.26777,1.26858,1.26621,1.26705,20005.820000000003
30.05.2022 22:00:00.000 GMT-0700,1.26702,1.26811,1.26554,1.26712,23373.820000000003
31.05.2022 02:00:00.000 GMT-0700,1.26712,1.26874,1.26611,1.26811,23624.460000000003
31.05.2022 06:00:00.000 GMT-0700,1.26809,1.26809,1.26297,1.26334,45020.92000000004
31.05.2022 10:00:00.000 GMT-0700,1.26337,1.26549,1.26309,1.26498,25411.450000000004
31.05.2022 14:00:00.000 GMT-0700,1.26498,1.26538,1.26360,1.26485,7327.330000000001
31.05.2022 18:00:00.000 GMT-0700,1.26485,1.26735,1.26399,1.26675,17371.6897
31.05.2022 22:00:00.000 GMT-0700,1.26675,1.26726,1.26494,1.26557,25043.9497
01.06.2022 02:00:00.000 GMT-0700,1.26557,1.26560,1.26188,1.26206,18364.6001
01.06.2022 06:00:00.000 GMT-0700,1.26205,1.26774,1.26076,1.26532,48457.5087
01.06.2022 10:00:00.000 GMT-0700,1.26533,1.26662,1.26238,1.26588,29344.2798
01.06.2022 14:00:00.000 GMT-0700,1.26596,1.26766,1.26559,1.26636,9137.21
01.06.2022 18:00:00.000 GMT-0700,1.26636,1.26768,1.26616,1.26704,15234.8302
01.06.2022 22:00:00.000 GMT-0700,1.26705,1.26869,1.26512,1.26528,17259.5301
02.06.2022 02:00:00.000 GMT-0700,1.26529,1.26622,1.26325,1.26419,19481.4602
02.06.2022 06:00:00.000 GMT-0700,1.26419,1.26540,1.25706,1.25721,41893.999
02.06.2022 10:00:00.000 GMT-0700,1.25719,1.25802,1.25651,1.25716,15544.3105
02.06.2022 14:00:00.000 GMT-0700,1.25721,1.25775,1.25586,1.25734,8804.8799
02.06.2022 18:00:00.000 GMT-0700,1.25734,1.25797,1.25666,1.25746,11719.859799999998
02.06.2022 22:00:00.000 GMT-0700,1.25745,1.25757,1.25570,1.25629,16434.9505
03.06.2022 02:00:00.000 GMT-0700,1.25629,1.25866,1.25557,1.25727,27496.9397
03.06.2022 06:00:00.000 GMT-0700,1.25728,1.25932,1.25516,1.25770,41515.5702
03.06.2022 10:00:00.000 GMT-0700,1.25770,1.25983,1.25736,1.25980,16220.580000000002
03.06.2022 14:00:00.000 GMT-0700,1.25980,1.25980,1.25980,1.25980,0
03.06.2022 18:00:00.000 GMT-0700,1.25980,1.25980,1.25980,1.25980,0
03.06.2022 22:00:00.000 GMT-0700,1.25980,1.25980,1.25980,1.25980,0
04.06.2022 02:00:00.000 GMT-0700,1.25980,1.25980,1.25980,1.25980,0
04.06.2022 06:00:00.000 GMT-0700,1.25980,1.25980,1.25980,1.25980,0
04.06.2022 10:00:00.000 GMT-0700,1.25980,1.25980,1.25980,1.25980,0
04.06.2022 14:00:00.000 GMT-0700,1.25980,1.25980,1.25980,1.25980,0
04.06.2022 18:00:00.000 GMT-0700,1.25980,1.25980,1.25980,1.25980,0
04.06.2022 22:00:00.000 GMT-0700,1.25980,1.25980,1.25980,1.25980,0
05.06.2022 02:00:00.000 GMT-0700,1.25980,1.25980,1.25980,1.25980,0
05.06.2022 06:00:00.000 GMT-0700,1.25980,1.25980,1.25980,1.25980,0
05.06.2022 10:00:00.000 GMT-0700,1.25980,1.25980,1.25980,1.25980,0
05.06.2022 14:00:00.000 GMT-0700,1.25980,1.25984,1.25795,1.25892,8469.34
05.06.2022 18:00:00.000 GMT-0700,1.25892,1.26017,1.25796,1.25797,12552.410400000002
05.06.2022 22:00:00.000 GMT-0700,1.25798,1.25868,1.25588,1.25592,18963.6601
06.06.2022 02:00:00.000 GMT-0700,1.25593,1.25690,1.25449,1.25457,14271.65
06.06.2022 06:00:00.000 GMT-0700,1.25456,1.25860,1.25356,1.25719,32902.5595
06.06.2022 10:00:00.000 GMT-0700,1.25723,1.25851,1.25570,1.25836,18551.45
06.06.2022 14:00:00.000 GMT-0700,1.25836,1.25980,1.25780,1.25928,10842.7602
06.06.2022 18:00:00.000 GMT-0700,1.25929,1.26036,1.25692,1.25975,22245.77
06.06.2022 22:00:00.000 GMT-0700,1.25974,1.26194,1.25874,1.25985,27215.119599999998
07.06.2022 02:00:00.000 GMT-0700,1.25984,1.26132,1.25791,1.26044,22533.3498
07.06.2022 06:00:00.000 GMT-0700,1.26041,1.26048,1.25359,1.25381,33944.1495
07.06.2022 10:00:00.000 GMT-0700,1.25380,1.25463,1.25243,1.25357,12473.260000000002
07.06.2022 14:00:00.000 GMT-0700,1.25340,1.25417,1.25286,1.25367,8449.520199999999
07.06.2022 18:00:00.000 GMT-0700,1.25370,1.25526,1.25260,1.25523,17601.8398
07.06.2022 22:00:00.000 GMT-0700,1.25520,1.25563,1.25327,1.25559,22593.4297
08.06.2022 02:00:00.000 GMT-0700,1.25560,1.25593,1.25360,1.25427,21164.4599
08.06.2022 06:00:00.000 GMT-0700,1.25428,1.25452,1.25179,1.25341,30480.3599
08.06.2022 10:00:00.000 GMT-0700,1.25342,1.25677,1.25342,1.25647,18634.0105
08.06.2022 14:00:00.000 GMT-0700,1.25691,1.25691,1.25495,1.25615,7527.0301
08.06.2022 18:00:00.000 GMT-0700,1.25613,1.25712,1.25544,1.25583,14424.34
08.06.2022 22:00:00.000 GMT-0700,1.25584,1.25812,1.25549,1.25629,17086.4797
09.06.2022 02:00:00.000 GMT-0700,1.25627,1.25890,1.25501,1.25810,30455.229700000004
09.06.2022 06:00:00.000 GMT-0700,1.25810,1.26763,1.25775,1.26564,47859.3793
09.06.2022 10:00:00.000 GMT-0700,1.26562,1.27056,1.26549,1.27016,16390.499600000003
09.06.2022 14:00:00.000 GMT-0700,1.27019,1.27102,1.26978,1.26988,8209.949999999999
09.06.2022 18:00:00.000 GMT-0700,1.26989,1.27088,1.26952,1.27027,14214.4202
09.06.2022 22:00:00.000 GMT-0700,1.27027,1.27201,1.26821,1.27198,24593.29
10.06.2022 02:00:00.000 GMT-0700,1.27197,1.27756,1.27166,1.27749,32026.830599999998
10.06.2022 06:00:00.000 GMT-0700,1.27746,1.28132,1.27570,1.27785,50430.2387
10.06.2022 10:00:00.000 GMT-0700,1.27783,1.27878,1.27530,1.27851,28714.73
10.06.2022 14:00:00.000 GMT-0700,1.27851,1.27851,1.27851,1.27851,0
10.06.2022 18:00:00.000 GMT-0700,1.27851,1.27851,1.27851,1.27851,0
10.06.2022 22:00:00.000 GMT-0700,1.27851,1.27851,1.27851,1.27851,0
11.06.2022 02:00:00.000 GMT-0700,1.27851,1.27851,1.27851,1.27851,0
11.06.2022 06:00:00.000 GMT-0700,1.27851,1.27851,1.27851,1.27851,0
11.06.2022 10:00:00.000 GMT-0700,1.27851,1.27851,1.27851,1.27851,0
11.06.2022 14:00:00.000 GMT-0700,1.27851,1.27851,1.27851,1.27851,0
11.06.2022 18:00:00.000 GMT-0700,1.27851,1.27851,1.27851,1.27851,0
11.06.2022 22:00:00.000 GMT-0700,1.27851,1.27851,1.27851,1.27851,0
12.06.2022 02:00:00.000 GMT-0700,1.27851,1.27851,1.27851,1.27851,0
12.06.2022 06:00:00.000 GMT-0700,1.27851,1.27851,1.27851,1.27851,0
12.06.2022 10:00:00.000 GMT-0700,1.27851,1.27851,1.27851,1.27851,0
12.06.2022 14:00:00.000 GMT-0700,1.27883,1.28059,1.27819,1.27999,12649.850299999998
12.06.2022 18:00:00.000 GMT-0700,1.27999,1.28199,1.27987,1.28157,22384.399800000003
12.06.2022 22:00:00.000 GMT-0700,1.28161,1.28474,1.28047,1.28463,35880.350099999996
13.06.2022 02:00:00.000 GMT-0700,1.28463,1.28684,1.28268,1.28353,35434.3101
13.06.2022 06:00:00.000 GMT-0700,1.28355,1.28815,1.28320,1.28611,51786.1104
13.06.2022 10:00:00.000 GMT-0700,1.28609,1.29016,1.28430,1.28987,59039.0215
13.06.2022 14:00:00.000 GMT-0700,1.29000,1.29029,1.28817,1.28865,15309.4904
13.06.2022 18:00:00.000 GMT-0700,1.28864,1.29014,1.28687,1.28825,29465.1899
13.06.2022 22:00:00.000 GMT-0700,1.28822,1.29130,1.28669,1.29108,36530.0102
14.06.2022 02:00:00.000 GMT-0700,1.29110,1.29422,1.29103,1.29329,40640.310099999995
14.06.2022 06:00:00.000 GMT-0700,1.29332,1.29545,1.29037,1.29532,65334.9316
14.06.2022 10:00:00.000 GMT-0700,1.29533,1.29754,1.29350,1.29551,33525.3001
14.06.2022 14:00:00.000 GMT-0700,1.29579,1.29670,1.29441,1.29473,12651.8701
14.06.2022 18:00:00.000 GMT-0700,1.29472,1.29702,1.29328,1.29672,22471.8897
14.06.2022 22:00:00.000 GMT-0700,1.29670,1.29738,1.29442,1.29470,43605.1201
15.06.2022 02:00:00.000 GMT-0700,1.29470,1.29606,1.29163,1.29558,36467.9599
15.06.2022 06:00:00.000 GMT-0700,1.29557,1.29767,1.29227,1.29741,38259.9903
15.06.2022 10:00:00.000 GMT-0700,1.29741,1.29967,1.28632,1.28937,65187.9194
15.06.2022 14:00:00.000 GMT-0700,1.28949,1.28965,1.28627,1.28703,12941.4801
15.06.2022 18:00:00.000 GMT-0700,1.28704,1.28965,1.28614,1.28915,20847.3399
15.06.2022 22:00:00.000 GMT-0700,1.28915,1.29591,1.28901,1.29254,36971.9794
16.06.2022 02:00:00.000 GMT-0700,1.29255,1.29521,1.29171,1.29209,39144.2197
16.06.2022 06:00:00.000 GMT-0700,1.29213,1.29710,1.28933,1.29048,51489.7793
16.06.2022 10:00:00.000 GMT-0700,1.29045,1.29515,1.28884,1.29515,36192.2705
16.06.2022 14:00:00.000 GMT-0700,1.29563,1.29706,1.29400,1.29655,17770.4302
16.06.2022 18:00:00.000 GMT-0700,1.29658,1.29671,1.29416,1.29473,27627.889600000002
16.06.2022 22:00:00.000 GMT-0700,1.29471,1.29892,1.29442,1.29718,36261.6705
17.06.2022 02:00:00.000 GMT-0700,1.29717,1.30093,1.29640,1.30087,33124.1099
17.06.2022 06:00:00.000 GMT-0700,1.30087,1.30796,1.30060,1.30515,51205.1094
17.06.2022 10:00:00.000 GMT-0700,1.30519,1.30564,1.30144,1.30314,26583.5703
17.06.2022 14:00:00.000 GMT-0700,1.30314,1.30314,1.30314,1.30314,0
17.06.2022 18:00:00.000 GMT-0700,1.30314,1.30314,1.30314,1.30314,0
17.06.2022 22:00:00.000 GMT-0700,1.30314,1.30314,1.30314,1.30314,0
18.06.2022 02:00:00.000 GMT-0700,1.30314,1.30314,1.30314,1.30314,0
18.06.2022 06:00:00.000 GMT-0700,1.30314,1.30314,1.30314,1.30314,0
18.06.2022 10:00:00.000 GMT-0700,1.30314,1.30314,1.30314,1.30314,0
18.06.2022 14:00:00.000 GMT-0700,1.30314,1.30314,1.30314,1.30314,0
18.06.2022 18:00:00.000 GMT-0700,1.30314,1.30314,1.30314,1.30314,0
18.06.2022 22:00:00.000 GMT-0700,1.30314,1.30314,1.30314,1.30314,0
19.06.2022 02:00:00.000 GMT-0700,1.30314,1.30314,1.30314,1.30314,0
19.06.2022 06:00:00.000 GMT-0700,1.30314,1.30314,1.30314,1.30314,0
19.06.2022 10:00:00.000 GMT-0700,1.30314,1.30314,1.30314,1.30314,0
19.06.2022 14:00:00.000 GMT-0700,1.30386,1.30458,1.29967,1.30070,12287.4501
19.06.2022 18:00:00.000 GMT-0700,1.30068,1.30263,1.29964,1.30066,29328.770000000004
19.06.2022 22:00:00.000 GMT-0700,1.30063,1.30125,1.29873,1.29975,31559.7998
20.06.2022 02:00:00.000 GMT-0700,1.29974,1.30072,1.29860,1.29979,22209.8603
20.06.2022 06:00:00.000 GMT-0700,1.29981,1.30140,1.29793,1.29892,22467.52
20.06.2022 10:00:00.000 GMT-0700,1.29892,1.30009,1.29811,1.29848,5157.1900000000005
20.06.2022 14:00:00.000 GMT-0700,1.29866,1.29868,1.29601,1.29626,8699.3599
20.06.2022 18:00:00.000 GMT-0700,1.29625,1.29652,1.29399,1.29472,15191.6999
20.06.2022 22:00:00.000 GMT-0700,1.29470,1.29566,1.29067,1.29118,23084.610099999998
21.06.2022 02:00:00.000 GMT-0700,1.29118,1.29636,1.29113,1.29484,21113.3296
21.06.2022 06:00:00.000 GMT-0700,1.29485,1.29497,1.29090,1.29173,31642.5498
21.06.2022 10:00:00.000 GMT-0700,1.29174,1.29316,1.29117,1.29237,16811.3197
21.06.2022 14:00:00.000 GMT-0700,1.29273,1.29517,1.29187,1.29468,11119.529999999999
21.06.2022 18:00:00.000 GMT-0700,1.29470,1.29759,1.29406,1.29686,19613.1199
21.06.2022 22:00:00.000 GMT-0700,1.29685,1.29972,1.29642,1.29858,31468.3302
22.06.2022 02:00:00.000 GMT-0700,1.29859,1.29917,1.29591,1.29593,24362.2802
22.06.2022 06:00:00.000 GMT-0700,1.29592,1.29694,1.29179,1.29438,49272.1494
22.06.2022 10:00:00.000 GMT-0700,1.29438,1.29494,1.29127,1.29476,18378.2799
22.06.2022 14:00:00.000 GMT-0700,1.29480,1.29652,1.29447,1.29449,10760.909899999999
22.06.2022 18:00:00.000 GMT-0700,1.29452,1.29853,1.29373,1.29592,26949.4805
22.06.2022 22:00:00.000 GMT-0700,1.29592,1.29879,1.29481,1.29787,33730.760200000004
23.06.2022 02:00:00.000 GMT-0700,1.29788,1.29839,1.29548,1.29592,31751.9194
23.06.2022 06:00:00.000 GMT-0700,1.29595,1.30082,1.29414,1.30051,55789.8106
23.06.2022 10:00:00.000 GMT-0700,1.30052,1.30182,1.29828,1.30011,24408.369700000003
23.06.2022 14:00:00.000 GMT-0700,1.30033,1.30116,1.29811,1.29906,15613.0795
23.06.2022 18:00:00.000 GMT-0700,1.29906,1.29954,1.29803,1.29821,19898.6
23.06.2022 22:00:00.000 GMT-0700,1.29822,1.29940,1.29677,1.29688,23885.2803
24.06.2022 02:00:00.000 GMT-0700,1.29689,1.29841,1.29593,1.29718,20063.5003
24.06.2022 06:00:00.000 GMT-0700,1.29717,1.29794,1.29007,1.29182,43505.9706
24.06.2022 10:00:00.000 GMT-0700,1.29181,1.29355,1.28910,1.28941,17321.830299999998
24.06.2022 14:00:00.000 GMT-0700,1.28941,1.28941,1.28941,1.28941,0
24.06.2022 18:00:00.000 GMT-0700,1.28941,1.28941,1.28941,1.28941,0
24.06.2022 22:00:00.000 GMT-0700,1.28941,1.28941,1.28941,1.28941,0
25.06.2022 02:00:00.000 GMT-0700,1.28941,1.28941,1.28941,1.28941,0
25.06.2022 06:00:00.000 GMT-0700,1.28941,1.28941,1.28941,1.28941,0
25.06.2022 10:00:00.000 GMT-0700,1.28941,1.28941,1.28941,1.28941,0
25.06.2022 14:00:00.000 GMT-0700,1.28941,1.28941,1.28941,1.28941,0
25.06.2022 18:00:00.000 GMT-0700,1.28941,1.28941,1.28941,1.28941,0
25.06.2022 22:00:00.000 GMT-0700,1.28941,1.28941,1.28941,1.28941,0
26.06.2022 02:00:00.000 GMT-0700,1.28941,1.28941,1.28941,1.28941,0
26.06.2022 06:00:00.000 GMT-0700,1.28941,1.28941,1.28941,1.28941,0
26.06.2022 10:00:00.000 GMT-0700,1.28941,1.28941,1.28941,1.28941,0
26.06.2022 14:00:00.000 GMT-0700,1.28970,1.29173,1.28852,1.29140,11528.659899999999
26.06.2022 18:00:00.000 GMT-0700,1.29138,1.29140,1.28709,1.28716,23818.700200000003
26.06.2022 22:00:00.000 GMT-0700,1.28714,1.28919,1.28649,1.28716,23762.7905
27.06.2022 02:00:00.000 GMT-0700,1.28715,1.29151,1.28709,1.29024,19789.23
27.06.2022 06:00:00.000 GMT-0700,1.29025,1.29159,1.28710,1.28714,36515.7295
27.06.2022 10:00:00.000 GMT-0700,1.28711,1.28891,1.28693,1.28791,19407.7797
27.06.2022 14:00:00.000 GMT-0700,1.28781,1.28843,1.28589,1.28647,8129.68
